test_seq_1\image_0010.png	35.7757	32.6632	382.4233	17.4601	41.3445	359.2162	12.7333	22.0199	346.1284	24.9086	12.4943	338.1221	12.0068	-21.9061	369.8676	16.9286	-48.9647	356.2932	17.3853	-64.9509	352.4969	30.1234	-11.9096	362.9470	33.0018	-8.2785	345.2656	31.1991	8.7969	339.7037	46.9864	-1.2461	365.6576	49.7411	0.4121	349.4785	45.5043	12.9050	349.9940	64.9053	4.8489	371.3104	64.5020	2.7983	360.9753	63.2231	14.1186	361.5306
test_seq_1\image_0011.png	35.9312	33.0495	384.3632	18.1093	41.4670	360.7769	12.0978	20.6922	346.0535	25.0745	12.5187	338.6219	12.9533	-21.2401	369.4192	17.7703	-48.0653	356.8213	17.9456	-63.1177	349.9055	30.5676	-11.6125	362.3444	33.3694	-10.0097	346.0663	31.5216	9.0927	339.4209	47.9034	0.9902	366.5309	48.5394	2.6142	349.9109	45.5000	13.7330	350.1522	63.0349	8.0525	371.7967	61.7923	7.2857	360.3317	62.5937	14.5542	361.2914
test_seq_1\image_0012.png	35.7249	33.8336	384.6747	18.4898	41.8969	360.5856	14.3366	21.7823	347.8594	27.7924	11.9483	340.6220	12.0367	-20.6605	371.5387	12.5019	-45.4250	361.1779	10.3202	-61.4159	356.2652	29.8880	-12.1668	363.9914	32.1815	-22.3554	349.5916	32.9946	1.1605	341.5570	46.2420	-0.6243	366.6459	47.3859	-1.9623	350.9436	45.6766	10.6312	348.0034	62.6741	7.9808	370.6825	60.4981	7.1171	359.5806	61.6932	13.6250	359.8122
test_seq_1\image_0013.png	36.6402	32.5034	384.8162	19.5437	41.1475	360.8571	16.6908	23.1529	348.9865	30.0854	15.0247	344.4430	10.9634	-20.6911	374.0627	7.7338	-45.8272	363.9786	6.0387	-61.4555	360.3466	29.9251	-16.9779	371.6702	35.3788	-39.3337	352.9168	35.8444	-49.1820	334.1928	45.5486	-0.2849	365.9966	49.4276	-2.5534	352.7270	46.6713	12.0160	348.5774	62.0527	9.3971	370.9109	61.2890	8.9313	360.8370	61.9722	17.2449	362.3904
test_seq_1\image_0014.png	36.0045	32.2770	384.8010	21.1170	43.3214	364.5169	16.1484	25.8529	350.3802	30.2477	16.3078	345.8977	10.6592	-17.9868	374.6792	6.3896	-44.5751	366.7396	2.9933	-59.5214	362.6253	29.6826	-17.1927	375.3133	36.9202	-44.6378	359.6084	40.4444	-65.3804	357.4757	45.5707	-3.7817	367.3744	49.2195	-2.8454	354.8047	47.0364	13.3073	349.7715	59.4428	5.3804	371.0623	59.1695	9.0161	361.2628	61.0070	17.3867	365.0292
test_seq_1\image_0015.png	37.3407	32.9318	388.6642	20.1340	42.7028	365.4011	17.1526	24.0847	353.7438	32.0045	15.2337	348.9990	8.6732	-21.9950	380.5490	3.3969	-48.1384	370.0043	0.1753	-63.9881	369.3665	30.0597	-18.5901	379.4147	36.5879	-48.7309	364.0841	39.8091	-67.3294	359.3843	44.6528	-5.2329	372.4252	49.1861	-7.1357	358.5116	47.3150	9.1842	352.7462	58.9472	6.0145	375.8314	58.2033	5.9875	364.0956	59.8694	15.8799	367.5807
test_seq_1\image_0016.png	36.2607	32.9626	388.6914	20.0380	42.2682	367.3032	16.0360	23.6833	354.7873	30.8572	14.1523	350.4870	7.9307	-21.2267	383.6101	2.0208	-47.5654	375.3939	-3.3271	-63.7738	379.6209	28.8440	-19.0237	383.8939	34.4964	-49.8663	369.8480	37.1301	-68.7069	364.4692	45.0960	-5.6117	372.9667	48.4683	-8.5443	360.4395	45.6593	8.2096	354.3538	59.2984	5.4124	374.3757	57.7968	6.5023	363.2948	58.1854	15.0925	367.2634
test_seq_1\image_0017.png	35.4672	33.7925	390.0078	18.6786	42.3029	367.2157	15.9918	20.4380	356.8643	30.0183	13.3487	351.2360	5.1159	-20.7932	388.1443	0.1248	-47.1007	380.5005	-3.3265	-63.0711	381.9442	27.7200	-18.0684	384.2180	33.3297	-50.6211	376.2820	34.0628	-70.3222	368.4403	42.1720	-5.2530	372.6223	45.6546	-9.0971	361.8563	43.0219	7.1092	354.0858	55.9219	5.5014	373.2705	54.4214	5.0330	363.3884	54.0512	13.7610	364.7588
test_seq_1\image_0018.png	37.1434	33.2017	390.3211	18.5378	42.0857	366.5510	15.9054	22.5437	355.8705	30.6953	13.5887	350.4081	5.3619	-22.9324	386.5384	-0.0481	-47.9484	378.9591	-3.8177	-63.8088	380.1866	28.5985	-20.1612	382.8301	33.5753	-50.3702	372.0271	34.0985	-70.3836	367.2690	43.2561	-6.4434	372.5217	46.0391	-8.4114	360.9998	44.8087	9.2776	353.5298	56.7371	4.4998	374.9880	55.5365	5.5459	364.4514	56.4157	14.6868	366.4422
test_seq_1\image_0019.png	38.2785	33.3236	391.0394	19.8623	42.4246	367.3888	16.2652	22.9118	354.5440	31.1083	13.7382	350.9576	6.6803	-21.2696	382.9198	1.0910	-47.2731	377.9617	-2.7260	-63.2327	378.3363	28.5829	-19.6419	383.0562	34.8396	-50.7032	372.6874	37.4833	-70.3349	365.4890	44.0133	-6.3832	372.1660	47.0213	-8.0519	360.2943	46.1803	9.4432	353.5758	57.7478	3.8995	376.7542	56.8811	6.2659	366.7060	58.2880	16.0332	368.9402
test_seq_1\image_0020.png	35.6178	34.0633	387.4643	19.6090	43.2397	366.8247	16.7893	24.5726	356.5020	34.2574	16.8880	350.9414	6.8135	-20.6881	383.9102	-0.4305	-44.8337	378.9402	-6.4439	-60.8573	377.6174	28.2524	-18.3342	384.1425	33.7390	-50.5182	376.6508	35.0620	-68.1863	373.7070	45.2247	-7.5501	379.7263	53.1778	-28.9843	367.0305	57.1598	-49.0446	349.7226	54.8952	8.1146	372.9753	56.4126	4.9275	366.3866	56.7083	12.6216	365.6413
test_seq_1\image_0021.png	35.2039	34.1463	388.1425	19.9423	44.1322	367.6616	17.1385	24.9444	355.6402	35.1322	17.6830	353.0040	4.9562	-20.2472	384.8133	-3.7742	-46.0697	379.8083	-8.9855	-61.4504	379.4980	29.8682	-19.9859	385.0377	34.5432	-51.8688	380.3524	34.2546	-71.0293	380.7939	45.3630	-9.3756	381.3482	54.0168	-31.4847	367.5687	59.0595	-50.4454	356.4515	54.4473	6.6607	374.2517	56.0088	6.2165	365.6226	56.6943	13.6602	367.2980
test_seq_1\image_0022.png	32.5915	33.6854	388.2054	18.1542	43.6923	368.0500	17.4444	24.7616	356.6556	34.4718	17.7955	353.1199	3.6111	-21.1261	385.4032	-5.1978	-46.2159	379.3634	-11.9540	-63.2809	376.9286	25.9824	-19.8842	386.8155	30.5474	-52.8121	384.4902	31.3966	-73.5676	386.4294	43.3936	-8.6796	384.1458	52.0841	-30.9579	372.2818	58.4466	-50.1406	361.2239	53.3254	6.9121	377.5713	55.0397	6.7963	368.1194	56.4434	15.4916	371.7590
test_seq_1\image_0023.png	33.1760	33.5688	388.5088	18.5860	44.0298	368.3976	16.2123	25.2893	356.5867	34.0754	18.1647	353.0716	3.5234	-20.5742	384.4857	-4.6736	-46.5083	376.4798	-10.9320	-61.7284	373.9742	28.2415	-20.2949	386.3392	30.5931	-53.1792	383.1534	31.5058	-74.7792	384.3362	43.2644	-10.5740	384.2041	52.6880	-34.4004	369.6736	57.7125	-53.1095	360.5421	53.1592	6.4724	375.9230	54.3409	6.8644	367.3373	55.1272	14.6034	369.0078
test_seq_1\image_0024.png	32.4863	33.9955	390.1225	17.6549	42.8411	366.9734	14.9479	26.3844	357.8551	31.7054	19.3042	352.2407	1.9819	-21.9428	383.3191	-5.5667	-46.7448	377.2445	-12.2236	-63.0356	373.4682	26.5782	-21.6503	387.4565	31.1797	-52.1071	381.4726	29.0323	-76.3515	384.2418	42.5843	-11.2099	382.8658	51.4839	-33.7466	371.5072	57.1864	-53.0705	363.5831	52.8712	5.1988	376.1593	53.7435	6.2758	367.8177	53.5151	13.3946	367.7376
test_seq_1\image_0025.png	34.9057	31.5759	390.7923	18.1529	41.8029	367.4893	14.0323	24.9347	356.9706	28.5129	17.1338	354.4839	1.4262	-21.7914	383.3762	-6.7897	-48.4568	377.3854	-11.4681	-62.5541	374.6696	25.4416	-23.9988	389.8319	26.9984	-57.2306	384.2216	27.0455	-78.2422	382.1917	40.2542	-13.8413	386.9718	50.6800	-39.1046	373.8478	54.1889	-57.0363	364.4874	55.3541	-1.5841	382.9987	58.6246	-12.1542	379.0506	60.9013	-14.9617	374.5367
test_seq_1\image_0026.png	32.8856	35.5046	389.3385	16.2918	44.9701	369.8047	11.3647	29.8233	360.4612	23.1696	20.7951	356.1345	-4.1461	-11.9327	383.8494	-14.0122	-37.0270	374.9207	-19.6014	-51.0726	368.0793	19.3138	-17.9245	385.3329	16.0839	-49.0317	378.5904	15.6180	-69.1585	372.3914	38.7411	-11.4590	386.2443	40.8475	-39.2926	381.7445	41.1999	-58.9722	375.0509	59.3575	2.0587	383.7047	69.2962	-16.2535	379.9680	79.3838	-30.2218	374.4156
test_seq_1\image_0027.png	33.3009	35.7397	388.9357	16.4227	46.2909	370.1509	10.0071	31.9367	362.6556	20.6997	22.1798	353.8977	-4.0208	-10.4403	381.5635	-14.2540	-35.5717	373.0676	-21.0695	-50.8145	369.2298	18.9571	-17.8586	384.1884	16.1094	-50.0729	377.9845	15.4969	-68.1166	373.3203	37.9005	-10.1736	386.2092	40.7555	-37.9455	380.8599	41.0591	-57.5681	373.9122	59.4632	2.9841	384.0239	69.0527	-15.3404	379.5956	77.8565	-30.6982	374.3127
test_seq_1\image_0028.png	32.1466	36.1132	388.0283	16.2008	47.6884	371.0776	8.1661	33.9430	362.5477	19.4773	23.1858	354.7949	-4.7770	-10.8801	379.4442	-14.7207	-36.1301	371.1581	-20.5575	-50.5495	366.4165	18.2782	-18.3908	382.0623	16.0458	-50.1832	376.6155	14.4561	-68.8230	372.1095	37.8958	-10.9793	384.2742	39.3374	-40.4474	378.5857	40.3531	-58.4638	372.8274	59.9806	0.8048	382.2769	69.7517	-17.9197	380.1469	76.4840	-32.0429	377.0304
test_seq_1\image_0029.png	32.2437	36.4082	388.0004	15.0825	48.1645	371.8950	7.9086	34.0321	362.6778	18.1094	23.1838	355.5007	-4.2656	-10.7756	377.0397	-13.2544	-37.5604	369.3274	-18.5373	-51.8572	361.4507	18.2712	-17.0424	381.1705	14.9957	-50.3875	373.3130	14.1627	-68.7723	370.3724	38.7658	-9.4349	384.3956	39.1436	-41.3403	378.5956	40.1040	-58.6724	372.5959	60.4356	0.4743	384.0508	69.8085	-19.9865	382.7666	74.0748	-34.1955	378.9310
test_seq_1\image_0030.png	34.6239	31.8526	394.5965	15.7530	48.4732	379.1284	-6.8599	33.0924	377.4289	-12.0204	13.7169	359.9423	0.0103	-13.7580	378.3209	-4.0445	-38.8262	369.9141	-8.9369	-52.9203	360.9956	20.7882	-18.3740	383.0528	20.4632	-49.6179	376.8676	21.9362	-69.6224	369.2847	42.2586	-12.6507	386.9500	40.6518	-41.5109	378.2424	43.8825	-59.4915	374.8247	64.2784	-3.6924	388.7776	70.5252	-24.6567	387.0417	75.7023	-36.3487	384.4288
test_seq_1\image_0031.png	34.3090	26.4215	395.1626	11.1213	41.7541	381.8914	-23.8296	21.6429	387.3173	-42.1964	6.9910	389.5867	2.2111	-23.7507	383.1956	-6.4459	-47.0022	371.4561	-9.9058	-59.2823	368.1790	25.2172	-24.7135	388.7083	30.8779	-55.9902	381.2715	33.3395	-74.8754	383.0565	47.0018	-18.6918	391.0853	54.6339	-45.9499	393.0396	58.2855	-62.5435	390.9642	70.0250	-3.5747	391.9528	88.3347	-16.5925	392.6237	100.0544	-25.5107	389.2157
test_seq_1\image_0032.png	36.4745	25.4091	395.0925	10.5823	39.2551	383.9259	-23.0167	16.9698	392.0230	-39.3688	3.3589	393.8677	7.1836	-25.2122	390.2568	-0.0248	-50.7899	383.1200	-3.5686	-65.9199	384.5621	30.5060	-26.3482	393.4230	38.8868	-59.1475	392.9265	42.7294	-78.5770	393.3582	52.7848	-18.3797	397.0665	59.2257	-44.7034	394.9599	63.4774	-63.1533	396.1706	74.8386	-2.5611	394.3459	92.6662	-15.5954	394.9217	104.3767	-24.6892	393.5934
test_seq_1\image_0033.png	36.9992	26.0650	396.5627	12.0881	37.8516	386.7361	-19.0414	14.8312	395.1730	-32.6477	-0.2364	401.6301	7.0838	-25.3069	393.2739	0.6293	-50.4375	383.3703	-1.0883	-68.4501	390.4641	32.0346	-25.7304	393.5681	39.0370	-59.1591	389.7963	43.5386	-77.7917	393.4501	52.6968	-18.3888	396.5215	59.8936	-46.7995	395.8813	64.9971	-63.6384	394.7897	74.8622	-2.1741	396.2969	90.6464	-17.6722	396.9409	103.4888	-30.5087	401.3911
test_seq_1\image_0034.png	39.4602	23.1268	398.4918	15.1579	35.3737	389.3468	-16.1866	10.5737	401.3083	-27.0520	-7.3754	412.2686	13.2599	-28.7383	392.5874	12.9541	-54.6485	380.3184	10.6523	-69.4507	373.2617	35.6316	-30.1866	395.8475	43.0417	-60.7131	388.2473	45.1057	-73.9690	375.5626	54.3220	-19.5008	399.7097	59.7609	-48.2540	392.3188	63.5343	-67.3642	391.4114	74.6209	-5.7303	398.5827	86.1101	-26.8281	403.4101	90.9146	-40.7019	393.3779
test_seq_1\image_0035.png	37.7956	28.8487	403.0326	13.5067	36.5709	389.5822	-12.0840	10.1942	403.4988	-21.9490	-7.5431	417.6313	16.7563	-17.7770	401.5187	20.2680	-32.5376	385.4512	19.9813	-32.6926	383.3951	34.7004	-17.0640	402.3816	37.6045	-33.8412	387.4867	35.0104	-26.5088	382.0757	54.0430	-8.1427	403.9083	54.9716	-27.1110	392.7942	53.1918	-26.7820	389.2249	70.3407	3.1074	406.9246	78.4987	-12.8314	408.3405	79.6244	-25.2721	404.9033
test_seq_1\image_0036.png	38.3544	23.3430	404.6002	11.8212	28.6478	390.2823	-9.9539	0.0574	413.2265	-15.2930	-18.5529	428.3076	18.8887	-18.1178	402.1191	22.4344	-22.7945	386.6539	19.2447	-12.2966	389.5708	39.3152	-15.4835	404.5148	42.2016	-21.8659	386.2719	37.6236	-9.7395	385.5618	56.1961	-9.1597	404.4294	57.4802	-19.5518	391.4799	55.2579	-9.1372	391.9275	71.3400	0.6791	410.6097	78.7195	-13.5845	410.0062	79.0737	-22.7103	402.4869
test_seq_1\image_0037.png	34.2639	24.9751	402.2744	9.9556	23.6916	389.9043	-5.9985	-9.4877	416.6515	-8.3061	-28.6036	415.2672	24.1181	-18.0922	397.9597	26.6957	-21.2693	383.4839	22.0612	-11.8517	387.4332	42.8865	-11.4115	401.1629	49.1433	-15.8428	383.5465	42.0624	-6.5669	383.0514	58.8272	-2.5673	404.3041	65.2680	-9.8819	390.9644	61.3665	-3.9705	390.8423	71.1309	7.9935	408.4364	78.0086	-1.3299	407.0909	79.7150	-10.0286	400.1456
test_seq_1\image_0038.png	33.5127	27.5877	402.0619	11.7733	22.5141	385.8767	2.1554	-9.3225	390.0323	8.2471	-22.0823	380.2820	31.0442	-16.6231	393.5415	35.4061	-19.8980	383.6870	24.7317	-12.0583	384.9427	46.5580	-7.3797	398.4773	51.1164	-8.3723	382.1216	40.6712	-1.6635	380.2970	57.8605	5.4351	401.7053	62.9045	-0.3254	385.6760	58.1239	5.2240	387.0697	68.8538	18.1956	406.8868	74.3798	9.9246	404.5288	74.6933	10.6799	401.0029
test_seq_1\image_0039.png	39.8265	29.8642	404.7580	17.7260	33.2811	387.2458	4.5700	5.7952	380.4674	9.5964	-10.8714	358.2778	31.1544	-13.1565	388.1327	34.2989	-13.2222	377.6758	29.2977	-4.9070	378.7840	46.6215	-5.3129	394.4587	51.1408	-3.5266	376.7995	44.6284	7.5730	378.2008	58.8954	5.4031	398.2727	63.3286	5.8739	384.2246	58.3846	15.2975	382.2263	71.5512	15.9905	406.2848	74.9715	12.8375	400.4653	73.2946	20.6731	400.3629
test_seq_1\image_0040.png	42.6661	32.3105	404.0353	19.9395	40.5786	386.3434	11.7113	20.9347	369.9010	22.4049	13.2053	358.4900	26.6431	-6.4119	379.7234	22.6361	-7.1830	366.9684	22.7415	3.1663	366.5983	43.6908	-0.4758	383.3318	43.4579	5.9156	367.0363	37.4318	16.8455	367.5772	57.8836	9.3472	385.4783	60.0436	13.8265	374.0363	56.4683	23.0339	374.5942	71.4717	17.4418	398.5732	72.8568	19.8109	391.3080	70.9764	28.1216	393.9240
test_seq_1\image_0041.png	39.9214	32.5465	400.9895	19.7422	39.8725	383.1038	15.7146	23.5881	366.5956	26.7256	15.8517	358.1797	18.4812	-6.2898	373.0654	18.5322	-10.8168	365.0047	18.5911	0.6325	361.8360	38.2215	-2.7877	378.7395	37.5682	1.0121	363.9227	34.4975	19.4964	359.7501	54.7790	7.9684	382.4258	56.2439	13.3503	371.6493	52.6574	24.7558	375.8848	67.4432	14.5372	392.9680	68.8532	18.2833	382.8987	67.8182	28.9193	390.6307
test_seq_1\image_0042.png	39.4646	24.0396	409.8969	16.2830	37.6149	393.4974	-14.5441	9.4760	407.9885	-21.7634	-13.1248	403.2054	12.7893	-24.0365	398.7664	14.3963	-43.8103	378.7188	12.1027	-51.6030	362.1754	33.4616	-24.7576	399.8486	35.0975	-48.4226	378.7729	33.1546	-57.3626	358.1281	52.3770	-16.7315	403.1829	54.2449	-41.8832	387.7956	54.7426	-56.2501	370.0930	70.5216	-5.5775	403.4956	77.5539	-25.6189	400.2064	81.8442	-39.4881	392.0740
test_seq_1\image_0043.png	38.3373	19.2854	414.4095	12.6851	28.8806	398.8845	-12.3975	-1.5958	414.0055	-20.6375	-20.7058	415.2384	15.8647	-23.3323	406.2738	16.5259	-31.4404	388.2700	14.0946	-17.2486	390.4555	35.1305	-23.6822	411.2494	35.6676	-40.3253	389.4747	35.8374	-41.9838	380.7335	56.6441	-18.0460	415.3642	56.9610	-38.3547	401.4395	55.8286	-45.9513	389.5887	73.9614	-8.4102	418.4897	83.7257	-26.8394	419.0946	89.9248	-39.5214	415.4405
test_seq_1\image_0044.png	39.7975	13.1041	415.5064	13.1926	19.0308	405.2056	-9.1695	-8.1327	420.8982	-14.7248	-30.4155	431.6147	19.1911	-22.9999	403.6637	18.1401	-20.9449	388.0851	14.8862	-9.6957	394.7592	38.1866	-24.4471	407.2912	36.0183	-19.4763	386.9262	28.6907	-3.5649	392.1460	55.7653	-19.7644	408.6917	55.2747	-22.1946	393.4689	51.8151	-10.6939	395.0051	77.0807	-11.8686	418.3620	86.5330	-30.7901	415.9347	94.9861	-44.7421	412.6111
test_seq_1\image_0045.png	39.9027	13.4286	416.6394	11.9103	19.0050	405.0563	-10.7387	-9.1003	421.8794	-18.8686	-30.5358	430.4564	18.1821	-21.9420	400.7803	17.8444	-18.1455	386.2578	15.2475	-6.2397	395.7809	37.3758	-21.2626	405.3389	36.2417	-16.4435	387.1681	29.0456	0.6402	393.1643	54.9477	-17.0825	406.8127	54.5703	-17.3990	391.2157	50.9513	-6.4078	394.8733	76.9885	-12.1688	417.6578	86.5089	-33.1362	415.5040	92.3099	-47.1262	414.9717
test_seq_1\image_0046.png	39.1776	12.8935	416.4182	10.7854	19.7141	403.4903	-14.5238	-5.7679	411.1893	-24.5167	-26.9580	407.2969	15.9929	-23.9492	398.6685	16.8912	-20.5800	384.8287	14.4269	-7.5830	390.9279	34.9011	-23.5321	403.1479	35.0581	-17.6622	385.2804	30.9401	-0.9497	390.4482	53.7649	-19.4088	405.6786	52.9160	-18.3384	390.2217	48.2838	-4.6066	393.2153	75.3677	-14.6046	418.2262	85.6748	-32.5625	416.7870	93.6287	-47.0721	412.5720
test_seq_1\image_0047.png	41.9428	17.3331	413.5000	15.6641	28.7506	399.7189	-14.6552	8.1824	398.7201	-27.9004	-13.0093	384.1579	14.3878	-28.6777	391.3219	17.2024	-38.7301	372.6748	16.6500	-34.9832	370.4709	33.5164	-27.7009	399.4111	37.3524	-41.8699	373.1150	36.7597	-40.9345	367.4351	54.0693	-24.7807	409.1643	58.3137	-39.1103	392.6606	58.5214	-42.8396	376.4961	75.1243	-12.2866	418.3111	87.3282	-30.6336	418.7784	99.0464	-41.9251	422.0445
test_seq_1\image_0048.png	39.2915	12.5611	409.2129	12.1690	28.9305	395.4466	-15.6021	17.2455	377.1004	-30.7227	6.1276	355.7797	12.6461	-36.2124	386.6829	9.6250	-61.0263	372.6051	7.0792	-71.6110	362.8394	33.8900	-35.3829	392.3848	44.0184	-69.7679	390.4550	48.7940	-87.7633	383.5320	55.8592	-28.5439	402.0350	63.9270	-55.2726	394.6963	67.9526	-72.3786	378.4161	78.0812	-12.2445	408.5834	91.7234	-27.0635	388.2080	97.4219	-33.1751	377.5413
test_seq_1\image_0049.png	40.2646	11.5199	408.1442	14.9662	22.3362	394.2902	-11.4720	-1.7033	400.0135	-20.2453	-21.9257	395.6413	16.8177	-20.5595	390.3310	18.4751	-14.9911	375.2617	19.7088	-3.8447	379.5599	36.7410	-23.3153	391.6969	39.4277	-15.6263	373.8191	36.0567	-0.3962	379.5113	53.6322	-21.0109	397.8750	57.0124	-20.7472	380.6376	54.3634	-6.4422	377.8623	75.6750	-17.9232	409.0788	83.2266	-33.7278	410.9309	90.7831	-45.9094	404.0576
test_seq_1\image_0050.png	41.9112	12.4269	411.8296	16.5681	22.9495	396.8124	-9.6732	1.2598	400.6652	-20.9747	-22.5120	398.5421	18.0496	-21.1992	388.8315	20.5552	-17.8137	374.1750	20.5078	-8.3754	377.0815	36.7965	-25.6286	393.7141	42.0677	-26.6898	369.4211	37.9165	-8.9652	373.7487	57.0305	-24.5623	401.8873	60.1396	-34.2415	378.9940	61.3393	-29.2320	374.6215	78.7836	-19.0226	413.5768	88.0685	-36.0872	415.9365	95.6597	-46.6369	410.3013
test_seq_1\image_0051.png	44.0144	14.2276	406.5068	23.8398	38.4733	393.3669	0.2124	36.9261	375.3061	-10.3082	31.3379	352.5794	15.1123	-31.9187	375.6201	13.6495	-50.1796	351.5079	12.0998	-56.4992	346.1028	37.9756	-34.4668	387.2905	43.2015	-66.0031	371.9607	44.7248	-83.1413	367.1015	57.0000	-29.3523	394.4133	63.1189	-56.5288	386.0158	62.9004	-73.9911	375.3779	82.2842	-16.4007	410.4678	97.3369	-32.7724	410.1238	104.2375	-45.3371	402.3328
